sequence_id,frame_id,person_id,lean_flag,look_flag,phone_flag,lean_angle,head_turn_angle,confidence,behavior,label,timestamp
23,16,person_023,1,1,1,32.28,30.65,0.983,cheating,cheating,0.528
23,17,person_023,1,1,1,24.04,17.18,0.995,cheating,cheating,0.561
23,18,person_023,1,1,1,29.49,25.99,0.983,cheating,cheating,0.5940000000000001
23,19,person_023,1,1,0,18.31,42.15,0.989,cheating,cheating,0.627
23,20,person_023,1,1,1,22.01,25.91,0.959,cheating,cheating,0.66
23,21,person_023,0,1,1,24.0,20.15,0.975,cheating,cheating,0.6930000000000001
23,22,person_023,1,1,0,11.72,17.15,0.996,cheating,cheating,0.726
23,23,person_023,0,1,1,13.4,26.81,0.957,cheating,cheating,0.759
23,24,person_023,1,1,0,9.35,23.28,0.981,cheating,cheating,0.792
23,25,person_023,1,1,1,15.8,22.03,0.961,cheating,cheating,0.8250000000000001
23,26,person_023,1,1,0,19.46,31.9,0.951,cheating,cheating,0.8580000000000001
23,27,person_023,1,1,1,17.56,28.22,0.981,cheating,cheating,0.891
23,28,person_023,1,1,1,19.61,23.75,0.98,cheating,cheating,0.924
23,29,person_023,1,1,0,20.95,21.27,0.998,cheating,cheating,0.9570000000000001
24,0,person_024,0,0,0,11.15,-3.52,0.996,leaning,leaning,0.0
24,1,person_024,1,1,0,9.82,5.68,0.994,leaning,leaning,0.033
24,2,person_024,1,0,0,17.28,4.13,0.986,leaning,leaning,0.066
24,3,person_024,0,1,0,18.83,4.37,0.984,leaning,leaning,0.099
24,4,person_024,1,0,0,25.37,4.29,0.996,leaning,leaning,0.132
24,5,person_024,1,0,0,19.77,-2.02,0.983,leaning,leaning,0.165
24,6,person_024,1,0,0,12.0,7.96,0.997,leaning,leaning,0.198
24,7,person_024,0,0,0,12.04,0.74,0.971,leaning,leaning,0.231
24,8,person_024,1,0,0,15.25,6.99,0.977,leaning,leaning,0.264
24,9,person_024,1,0,0,13.12,9.05,0.989,leaning,leaning,0.29700000000000004
24,10,person_024,1,0,0,14.62,5.95,0.973,leaning,leaning,0.33
24,11,person_024,1,0,0,16.65,9.63,0.989,leaning,leaning,0.363
24,12,person_024,1,1,0,13.42,4.2,0.976,leaning,leaning,0.396
24,13,person_024,1,1,0,13.79,-1.75,0.997,leaning,leaning,0.42900000000000005
24,14,person_024,1,0,0,6.32,-2.42,0.996,leaning,leaning,0.462
24,15,person_024,1,1,0,13.06,-0.02,0.985,leaning,leaning,0.495
24,16,person_024,1,0,0,16.33,0.38,0.958,leaning,leaning,0.528
24,17,person_024,1,0,0,17.49,-2.62,0.984,leaning,leaning,0.561
24,18,person_024,1,1,0,10.02,-0.12,0.994,leaning,leaning,0.5940000000000001
24,19,person_024,1,0,0,13.96,-4.46,0.998,leaning,leaning,0.627
24,20,person_024,1,0,0,10.79,8.57,0.947,leaning,leaning,0.66
24,21,person_024,1,0,0,12.6,3.19,0.99,leaning,leaning,0.6930000000000001
24,22,person_024,1,0,0,9.4,-2.21,0.988,leaning,leaning,0.726
24,23,person_024,1,0,0,16.96,-5.69,0.974,leaning,leaning,0.759
24,24,person_024,1,0,0,17.35,-3.66,0.99,leaning,leaning,0.792
24,25,person_024,1,0,0,17.79,-4.44,0.978,leaning,leaning,0.8250000000000001
24,26,person_024,1,0,0,20.04,0.25,0.993,leaning,leaning,0.8580000000000001
24,27,person_024,1,0,0,17.5,-1.33,0.979,leaning,leaning,0.891
24,28,person_024,1,0,0,16.3,-0.36,0.992,leaning,leaning,0.924
24,29,person_024,1,1,0,12.49,7.55,0.977,leaning,leaning,0.9570000000000001
25,0,person_025,0,0,0,2.99,9.29,0.998,normal,normal,0.0
25,1,person_025,0,0,0,-0.84,5.16,0.984,normal,normal,0.033
25,2,person_025,1,0,0,0.21,6.63,0.982,normal,normal,0.066
25,3,person_025,0,0,0,-1.45,4.39,0.971,normal,normal,0.099
25,4,person_025,0,0,0,-1.18,-4.17,0.993,normal,normal,0.132
25,5,person_025,0,1,0,3.16,-7.69,0.999,normal,normal,0.165
25,6,person_025,0,1,0,1.84,-1.88,0.998,normal,normal,0.198
25,7,person_025,0,0,0,-1.27,-8.23,0.976,normal,normal,0.231
25,8,person_025,0,0,0,-0.06,1.29,0.996,normal,normal,0.264
25,9,person_025,0,0,0,1.25,1.51,0.996,normal,normal,0.29700000000000004
25,10,person_025,0,0,0,-0.79,-1.78,0.984,normal,normal,0.33
25,11,person_025,0,0,0,-1.73,6.19,0.976,normal,normal,0.363
25,12,person_025,0,1,0,-0.42,-2.67,0.986,normal,normal,0.396
25,13,person_025,0,0,0,-1.41,2.94,0.988,normal,normal,0.42900000000000005
25,14,person_025,0,1,0,2.8,-4.3,0.975,normal,normal,0.462
25,15,person_025,0,0,0,2.45,-4.7,0.98,normal,normal,0.495
25,16,person_025,0,1,0,1.21,-2.21,0.984,normal,normal,0.528
25,17,person_025,0,0,0,-0.64,6.51,1.0,normal,normal,0.561
25,18,person_025,0,0,0,-1.28,5.74,0.973,normal,normal,0.5940000000000001
25,19,person_025,0,0,0,-0.97,1.1,0.992,normal,normal,0.627
25,20,person_025,0,0,0,-1.67,-0.66,0.976,normal,normal,0.66
25,21,person_025,0,0,0,0.75,-7.12,0.999,normal,normal,0.6930000000000001
25,22,person_025,0,0,0,-0.94,0.54,0.969,normal,normal,0.726
25,23,person_025,0,0,0,-1.17,-0.66,0.985,normal,normal,0.759
25,24,person_025,0,0,0,-0.83,1.1,0.998,normal,normal,0.792
25,25,person_025,0,1,0,0.39,-3.13,0.999,normal,normal,0.8250000000000001
25,26,person_025,0,0,0,0.48,-0.19,0.984,normal,normal,0.8580000000000001
25,27,person_025,0,0,0,-0.46,1.5,0.983,normal,normal,0.891
25,28,person_025,0,0,0,-0.13,-6.85,0.997,normal,normal,0.924
25,29,person_025,0,0,0,3.06,-0.75,0.994,normal,normal,0.9570000000000001
26,0,person_026,0,0,0,2.41,3.88,0.984,normal,normal,0.0
26,1,person_026,0,0,0,0.13,4.12,0.977,normal,normal,0.033
26,2,person_026,0,0,0,-0.25,7.56,0.993,normal,normal,0.066
26,3,person_026,0,0,0,1.39,-2.44,0.996,normal,normal,0.099
26,4,person_026,0,0,0,-0.79,7.3,0.992,normal,normal,0.132
26,5,person_026,0,0,0,0.29,3.85,0.981,normal,normal,0.165
26,6,person_026,0,0,0,0.59,3.28,0.996,normal,normal,0.198
26,7,person_026,0,1,0,-1.12,1.24,0.996,normal,normal,0.231
26,8,person_026,0,0,0,1.06,-2.18,0.98,normal,normal,0.264
26,9,person_026,1,0,0,-0.11,-0.87,0.996,normal,normal,0.29700000000000004
26,10,person_026,0,0,0,-3.84,3.04,1.0,normal,normal,0.33
26,11,person_026,0,0,0,0.31,1.66,0.989,normal,normal,0.363
26,12,person_026,0,0,0,2.05,-0.84,0.99,normal,normal,0.396
26,13,person_026,0,0,0,-0.06,-6.05,0.994,normal,normal,0.42900000000000005
26,14,person_026,0,0,0,1.24,-7.67,1.0,normal,normal,0.462
26,15,person_026,0,0,0,0.4,-7.23,0.992,normal,normal,0.495
26,16,person_026,1,0,0,0.79,0.21,0.997,normal,normal,0.528
26,17,person_026,0,0,0,-0.17,0.18,0.979,normal,normal,0.561
26,18,person_026,0,0,0,1.99,2.88,0.998,normal,normal,0.5940000000000001
26,19,person_026,0,0,0,-0.04,7.53,0.988,normal,normal,0.627
26,20,person_026,0,0,0,-0.31,7.52,1.0,normal,normal,0.66
26,21,person_026,0,0,0,0.32,3.12,0.967,normal,normal,0.6930000000000001
26,22,person_026,0,0,0,0.5,-1.03,0.972,normal,normal,0.726
26,23,person_026,0,0,0,-0.57,-4.03,0.984,normal,normal,0.759
26,24,person_026,0,1,0,0.16,-5.85,0.987,normal,normal,0.792
26,25,person_026,0,0,0,-2.28,-1.81,0.982,normal,normal,0.8250000000000001
26,26,person_026,0,0,0,-2.16,-4.25,0.982,normal,normal,0.8580000000000001
26,27,person_026,0,0,0,-1.34,-4.39,0.994,normal,normal,0.891
26,28,person_026,0,0,0,0.28,-2.95,0.984,normal,normal,0.924
26,29,person_026,0,0,0,0.2,-1.6,0.996,normal,normal,0.9570000000000001
27,0,person_027,1,1,1,7.44,-22.13,0.983,phone_use,phone_use,0.0
27,1,person_027,1,1,1,5.14,-22.14,0.99,phone_use,phone_use,0.033
27,2,person_027,1,1,1,10.76,-9.86,0.997,phone_use,phone_use,0.066
27,3,person_027,1,1,1,6.88,-15.6,0.998,phone_use,phone_use,0.099
27,4,person_027,1,1,0,10.19,-18.26,0.974,phone_use,phone_use,0.132
27,5,person_027,1,1,1,8.47,-9.36,0.99,phone_use,phone_use,0.165
27,6,person_027,1,1,1,5.62,-5.91,0.994,phone_use,phone_use,0.198
27,7,person_027,0,1,1,5.65,-15.71,0.986,phone_use,phone_use,0.231
27,8,person_027,1,1,1,5.94,-7.35,0.99,phone_use,phone_use,0.264
27,9,person_027,1,0,1,10.28,-5.45,0.978,phone_use,phone_use,0.29700000000000004
27,10,person_027,1,1,1,10.48,-15.37,0.988,phone_use,phone_use,0.33
27,11,person_027,1,1,1,6.27,-15.15,0.996,phone_use,phone_use,0.363
27,12,person_027,1,1,0,10.74,-19.56,0.98,phone_use,phone_use,0.396
27,13,person_027,1,1,1,10.56,-22.51,0.97,phone_use,phone_use,0.42900000000000005
27,14,person_027,0,1,0,11.9,-8.8,0.995,phone_use,phone_use,0.462
27,15,person_027,1,0,0,5.89,-23.47,0.982,phone_use,phone_use,0.495
27,16,person_027,0,1,1,10.72,-18.96,0.97,phone_use,phone_use,0.528
27,17,person_027,0,1,1,11.33,-18.39,0.98,phone_use,phone_use,0.561
27,18,person_027,0,0,1,12.6,-12.54,0.993,phone_use,phone_use,0.5940000000000001
27,19,person_027,1,1,1,13.84,-5.22,0.994,phone_use,phone_use,0.627
27,20,person_027,1,1,1,11.98,-2.99,0.987,phone_use,phone_use,0.66
27,21,person_027,0,1,1,7.99,-11.89,0.989,phone_use,phone_use,0.6930000000000001
27,22,person_027,1,0,1,6.56,-9.32,0.979,phone_use,phone_use,0.726
27,23,person_027,1,1,1,8.56,-7.92,0.991,phone_use,phone_use,0.759
27,24,person_027,1,1,1,13.82,-9.19,0.963,phone_use,phone_use,0.792
27,25,person_027,0,1,1,13.57,-15.21,0.985,phone_use,phone_use,0.8250000000000001
27,26,person_027,0,1,1,14.33,-15.55,0.983,phone_use,phone_use,0.8580000000000001
27,27,person_027,1,0,1,10.26,-16.73,0.974,phone_use,phone_use,0.891
27,28,person_027,1,0,1,6.81,-12.6,0.987,phone_use,phone_use,0.924
27,29,person_027,0,1,1,3.79,-14.0,0.985,phone_use,phone_use,0.9570000000000001
28,0,person_028,0,0,0,-0.73,-3.52,0.95,normal,normal,0.0
28,1,person_028,0,0,0,1.53,4.05,0.97,normal,normal,0.033
28,2,person_028,0,0,0,0.57,1.65,0.975,normal,normal,0.066
28,3,person_028,0,0,0,0.7,-0.38,0.95,normal,normal,0.099
28,4,person_028,0,0,0,-1.77,0.2,0.99,normal,normal,0.132
28,5,person_028,0,0,0,0.18,-2.6,0.961,normal,normal,0.165
28,6,person_028,0,0,0,0.83,-1.46,1.0,normal,normal,0.198
28,7,person_028,0,0,0,1.4,-0.54,0.989,normal,normal,0.231
28,8,person_028,0,0,0,0.46,-1.11,0.998,normal,normal,0.264
28,9,person_028,0,0,0,2.52,8.03,0.992,normal,normal,0.29700000000000004
28,10,person_028,0,0,0,-0.31,1.97,0.986,normal,normal,0.33
28,11,person_028,0,0,0,-0.95,1.0,0.987,normal,normal,0.363
28,12,person_028,0,1,0,1.36,-0.44,0.99,normal,normal,0.396
28,13,person_028,1,0,0,-1.81,5.76,0.963,normal,normal,0.42900000000000005
28,14,person_028,0,0,0,-0.93,-1.13,0.996,normal,normal,0.462
28,15,person_028,0,0,0,-0.74,0.64,0.98,normal,normal,0.495
28,16,person_028,0,0,0,-1.24,7.71,0.968,normal,normal,0.528
28,17,person_028,0,0,0,-0.53,5.37,0.999,normal,normal,0.561
28,18,person_028,0,0,0,-1.24,-2.69,0.996,normal,normal,0.5940000000000001
28,19,person_028,0,1,0,1.23,3.99,0.967,normal,normal,0.627
28,20,person_028,0,0,0,0.54,3.68,0.996,normal,normal,0.66
28,21,person_028,0,0,0,-1.25,2.26,0.983,normal,normal,0.6930000000000001
28,22,person_028,0,0,0,-0.93,-2.01,0.985,normal,normal,0.726
28,23,person_028,0,0,0,1.3,-1.17,0.968,normal,normal,0.759
28,24,person_028,0,0,0,0.26,-1.21,0.977,normal,normal,0.792
28,25,person_028,0,0,0,-0.07,-1.38,0.993,normal,normal,0.8250000000000001
28,26,person_028,0,0,0,-0.53,-0.24,0.999,normal,normal,0.8580000000000001
28,27,person_028,0,0,0,-0.87,0.21,0.983,normal,normal,0.891
28,28,person_028,0,0,0,-0.51,0.63,0.997,normal,normal,0.924
28,29,person_028,0,0,0,0.43,-3.0,0.976,normal,normal,0.9570000000000001
29,0,person_029,0,0,0,6.79,19.1,0.997,looking_around,looking_around,0.0
29,1,person_029,0,1,0,5.69,32.69,0.982,looking_around,looking_around,0.033
29,2,person_029,0,1,0,4.59,36.8,0.996,looking_around,looking_around,0.066
29,3,person_029,0,1,0,5.36,36.56,0.984,looking_around,looking_around,0.099
29,4,person_029,0,1,0,8.53,25.86,0.995,looking_around,looking_around,0.132
29,5,person_029,1,1,0,2.09,21.0,0.997,looking_around,looking_around,0.165
29,6,person_029,0,1,0,4.77,16.13,0.982,looking_around,looking_around,0.198
29,7,person_029,0,1,0,8.71,20.64,1.0,looking_around,looking_around,0.231
29,8,person_029,0,1,0,5.88,20.97,0.999,looking_around,looking_around,0.264
29,9,person_029,0,0,0,5.97,28.12,0.967,looking_around,looking_around,0.29700000000000004
29,10,person_029,0,1,0,2.1,7.52,0.992,looking_around,looking_around,0.33
29,11,person_029,0,1,0,3.93,19.33,0.977,looking_around,looking_around,0.363
29,12,person_029,1,1,0,6.76,21.78,0.989,looking_around,looking_around,0.396
29,13,person_029,0,1,0,4.53,24.12,0.99,looking_around,looking_around,0.42900000000000005
29,14,person_029,0,1,0,3.95,30.29,0.994,looking_around,looking_around,0.462
29,15,person_029,0,1,0,4.17,15.79,0.997,looking_around,looking_around,0.495
29,16,person_029,1,1,0,4.38,25.68,1.0,looking_around,looking_around,0.528
29,17,person_029,1,1,0,5.46,37.9,0.993,looking_around,looking_around,0.561
29,18,person_029,0,1,0,5.72,25.31,0.983,looking_around,looking_around,0.5940000000000001
29,19,person_029,1,1,0,3.99,21.74,0.993,looking_around,looking_around,0.627
29,20,person_029,0,1,0,3.82,23.58,0.992,looking_around,looking_around,0.66
29,21,person_029,0,1,0,5.2,7.87,0.99,looking_around,looking_around,0.6930000000000001
29,22,person_029,0,1,0,7.36,8.9,0.94,looking_around,looking_around,0.726
29,23,person_029,0,0,0,6.91,21.88,0.978,looking_around,looking_around,0.759
29,24,person_029,0,1,0,5.81,19.68,0.99,looking_around,looking_around,0.792
29,25,person_029,0,1,0,-0.75,21.61,0.989,looking_around,looking_around,0.8250000000000001
29,26,person_029,0,0,0,4.95,10.97,0.999,looking_around,looking_around,0.8580000000000001
29,27,person_029,1,1,0,6.16,33.79,0.99,looking_around,looking_around,0.891
29,28,person_029,0,0,0,6.03,15.01,0.952,looking_around,looking_around,0.924
29,29,person_029,1,0,0,7.08,21.96,0.976,looking_around,looking_around,0.9570000000000001
30,0,person_030,1,0,0,15.75,15.46,0.974,leaning,leaning,0.0
30,1,person_030,1,0,0,13.09,-0.13,0.962,leaning,leaning,0.033
30,2,person_030,1,0,0,15.67,7.61,0.979,leaning,leaning,0.066
30,3,person_030,1,1,0,13.29,-7.33,0.999,leaning,leaning,0.099
30,4,person_030,1,0,0,4.32,1.11,0.999,leaning,leaning,0.132
30,5,person_030,0,1,0,13.45,6.25,0.996,leaning,leaning,0.165
30,6,person_030,1,0,0,11.89,0.54,0.955,leaning,leaning,0.198
30,7,person_030,0,1,0,10.91,-4.04,0.975,leaning,leaning,0.231
30,8,person_030,0,0,0,7.17,-4.55,0.961,leaning,leaning,0.264
30,9,person_030,1,0,0,13.6,-10.18,0.976,leaning,leaning,0.29700000000000004
30,10,person_030,1,0,0,11.06,-6.34,0.974,leaning,leaning,0.33
30,11,person_030,1,0,0,6.39,2.46,0.978,leaning,leaning,0.363
30,12,person_030,1,0,0,13.33,-2.68,0.997,leaning,leaning,0.396
30,13,person_030,1,1,0,12.2,-1.58,0.976,leaning,leaning,0.42900000000000005
30,14,person_030,1,1,0,12.18,-6.75,0.984,leaning,leaning,0.462
30,15,person_030,1,1,0,21.8,-6.2,0.986,leaning,leaning,0.495
30,16,person_030,1,0,0,14.99,-8.81,0.994,leaning,leaning,0.528
30,17,person_030,0,0,0,14.76,-9.01,0.982,leaning,leaning,0.561
30,18,person_030,1,0,0,15.28,-2.11,0.972,leaning,leaning,0.5940000000000001
30,19,person_030,1,1,0,11.43,-10.27,0.982,leaning,leaning,0.627
30,20,person_030,1,0,0,17.21,-6.38,0.991,leaning,leaning,0.66
30,21,person_030,1,0,0,9.4,4.16,0.968,leaning,leaning,0.6930000000000001
30,22,person_030,0,1,0,14.8,9.97,0.996,leaning,leaning,0.726
30,23,person_030,1,0,0,8.76,3.94,0.981,leaning,leaning,0.759
30,24,person_030,1,0,0,6.25,0.72,1.0,leaning,leaning,0.792
30,25,person_030,1,1,0,7.67,-5.94,0.998,leaning,leaning,0.8250000000000001
30,26,person_030,0,0,0,10.69,-0.0,0.987,leaning,leaning,0.8580000000000001
30,27,person_030,1,1,0,15.74,5.8,0.991,leaning,leaning,0.891
30,28,person_030,1,0,0,21.24,-12.22,0.998,leaning,leaning,0.924
30,29,person_030,1,0,0,15.74,-1.45,0.964,leaning,leaning,0.9570000000000001
31,0,person_031,0,0,0,-4.74,10.21,0.994,normal,normal,0.0
31,1,person_031,0,0,0,-2.51,0.73,0.996,normal,normal,0.033
31,2,person_031,0,1,0,-1.6,-1.2,0.986,normal,normal,0.066
31,3,person_031,0,0,0,-2.49,1.44,0.984,normal,normal,0.099
31,4,person_031,0,0,0,0.43,-4.32,0.982,normal,normal,0.132
31,5,person_031,0,1,0,-1.22,2.48,0.981,normal,normal,0.165
31,6,person_031,0,0,0,0.32,4.5,0.982,normal,normal,0.198
31,7,person_031,0,0,0,0.58,0.91,0.983,normal,normal,0.231
31,8,person_031,1,0,0,0.93,3.34,0.987,normal,normal,0.264
31,9,person_031,0,0,0,0.19,1.7,0.988,normal,normal,0.29700000000000004
31,10,person_031,0,0,0,-0.43,-7.25,0.973,normal,normal,0.33
31,11,person_031,0,0,0,-1.65,-5.33,0.977,normal,normal,0.363
31,12,person_031,0,0,0,-0.35,-3.29,0.964,normal,normal,0.396
31,13,person_031,0,0,0,-3.23,-2.92,0.986,normal,normal,0.42900000000000005
31,14,person_031,0,0,0,-1.45,0.87,0.973,normal,normal,0.462
31,15,person_031,0,0,0,-0.12,2.19,0.986,normal,normal,0.495
31,16,person_031,1,0,0,-2.75,-2.01,0.982,normal,normal,0.528
31,17,person_031,0,0,0,-0.69,-2.34,0.99,normal,normal,0.561
31,18,person_031,0,1,0,1.4,0.34,0.975,normal,normal,0.5940000000000001
31,19,person_031,0,0,0,0.82,-5.33,0.987,normal,normal,0.627
31,20,person_031,1,0,0,1.91,4.87,0.983,normal,normal,0.66
31,21,person_031,0,0,0,2.2,4.44,0.992,normal,normal,0.6930000000000001
31,22,person_031,0,0,0,1.11,5.83,0.974,normal,normal,0.726
31,23,person_031,0,0,0,1.09,0.13,0.985,normal,normal,0.759
31,24,person_031,0,0,0,-1.35,1.04,0.983,normal,normal,0.792
31,25,person_031,0,0,0,0.37,1.78,0.988,normal,normal,0.8250000000000001
31,26,person_031,0,0,0,0.66,-2.82,0.988,normal,normal,0.8580000000000001
31,27,person_031,0,0,0,-0.44,-3.66,0.978,normal,normal,0.891
31,28,person_031,0,0,0,-1.47,-5.83,0.968,normal,normal,0.924
31,29,person_031,0,0,0,0.14,0.67,0.995,normal,normal,0.9570000000000001
32,0,person_032,0,0,0,0.3,1.9,0.981,normal,normal,0.0
32,1,person_032,0,1,0,-0.74,5.33,0.993,normal,normal,0.033
32,2,person_032,0,0,0,-1.82,3.49,0.973,normal,normal,0.066
32,3,person_032,0,0,0,-2.31,4.67,0.971,normal,normal,0.099
32,4,person_032,0,1,0,0.67,1.01,0.976,normal,normal,0.132
32,5,person_032,0,0,0,0.56,4.12,0.976,normal,normal,0.165
32,6,person_032,0,0,0,-1.36,4.02,0.996,normal,normal,0.198
32,7,person_032,0,0,0,-0.21,6.54,0.973,normal,normal,0.231
32,8,person_032,0,0,0,1.43,-0.75,0.997,normal,normal,0.264
32,9,person_032,0,0,0,0.27,-0.67,0.995,normal,normal,0.29700000000000004
32,10,person_032,0,0,0,-1.26,2.85,0.971,normal,normal,0.33
32,11,person_032,0,0,0,-2.37,3.3,0.976,normal,normal,0.363
32,12,person_032,0,0,0,-1.05,2.51,0.986,normal,normal,0.396
32,13,person_032,0,0,0,-1.5,0.77,0.983,normal,normal,0.42900000000000005
32,14,person_032,0,0,0,-1.16,-2.74,0.994,normal,normal,0.462
32,15,person_032,0,0,0,-1.05,-1.71,0.987,normal,normal,0.495
32,16,person_032,0,0,0,-1.98,-1.56,0.993,normal,normal,0.528
32,17,person_032,0,0,0,-0.84,2.07,0.997,normal,normal,0.561
32,18,person_032,0,0,0,2.23,-0.99,0.985,normal,normal,0.5940000000000001
32,19,person_032,0,0,0,1.44,-0.99,0.988,normal,normal,0.627
32,20,person_032,0,0,0,2.32,-0.68,0.973,normal,normal,0.66
32,21,person_032,0,0,0,0.25,5.85,0.97,normal,normal,0.6930000000000001
32,22,person_032,0,0,0,-0.95,-0.59,0.982,normal,normal,0.726
32,23,person_032,0,0,0,1.32,-1.11,0.979,normal,normal,0.759
32,24,person_032,0,0,0,-1.24,7.63,0.995,normal,normal,0.792
32,25,person_032,0,0,0,-0.36,8.12,0.992,normal,normal,0.8250000000000001
32,26,person_032,0,0,0,-2.01,3.89,0.987,normal,normal,0.8580000000000001
32,27,person_032,0,0,0,-2.45,3.27,0.992,normal,normal,0.891
32,28,person_032,0,0,0,-2.76,0.77,0.971,normal,normal,0.924
32,29,person_032,0,0,0,1.01,9.92,0.988,normal,normal,0.9570000000000001
33,0,person_033,1,1,0,18.6,61.66,0.997,cheating,cheating,0.0
33,1,person_033,1,0,1,13.81,39.88,0.988,cheating,cheating,0.033
33,2,person_033,1,1,1,14.78,30.88,0.982,cheating,cheating,0.066
33,3,person_033,1,1,1,27.28,36.3,0.997,cheating,cheating,0.099
33,4,person_033,1,1,1,17.0,39.93,0.982,cheating,cheating,0.132
33,5,person_033,0,1,1,19.95,39.89,0.981,cheating,cheating,0.165
33,6,person_033,1,1,1,15.05,26.34,0.982,cheating,cheating,0.198
33,7,person_033,1,1,1,23.26,16.78,0.99,cheating,cheating,0.231
33,8,person_033,1,1,0,15.64,15.56,0.994,cheating,cheating,0.264
33,9,person_033,1,1,1,19.83,26.73,0.991,cheating,cheating,0.29700000000000004
33,10,person_033,1,1,0,18.28,39.46,0.998,cheating,cheating,0.33
33,11,person_033,1,1,0,21.95,27.73,0.988,cheating,cheating,0.363
33,12,person_033,1,1,1,21.12,19.43,0.963,cheating,cheating,0.396
33,13,person_033,1,0,1,24.44,32.9,0.998,cheating,cheating,0.42900000000000005
33,14,person_033,1,1,1,12.79,48.61,0.984,cheating,cheating,0.462
33,15,person_033,1,1,0,17.83,25.6,0.999,cheating,cheating,0.495
33,16,person_033,1,1,0,14.8,31.68,1.0,cheating,cheating,0.528
33,17,person_033,1,1,1,20.78,34.86,0.99,cheating,cheating,0.561
33,18,person_033,0,1,1,17.91,34.67,0.96,cheating,cheating,0.5940000000000001
33,19,person_033,1,1,0,27.89,29.42,0.992,cheating,cheating,0.627
33,20,person_033,1,1,0,23.42,23.01,0.976,cheating,cheating,0.66
33,21,person_033,1,1,1,18.55,33.55,0.992,cheating,cheating,0.6930000000000001
33,22,person_033,1,1,1,18.73,22.42,0.99,cheating,cheating,0.726
33,23,person_033,1,1,1,16.09,33.15,1.0,cheating,cheating,0.759
33,24,person_033,1,1,0,5.07,24.07,0.976,cheating,cheating,0.792
33,25,person_033,1,1,1,15.38,51.36,0.994,cheating,cheating,0.8250000000000001
33,26,person_033,1,1,1,15.53,33.81,0.982,cheating,cheating,0.8580000000000001
33,27,person_033,1,1,1,16.47,35.23,0.961,cheating,cheating,0.891
33,28,person_033,1,1,1,18.52,34.73,0.983,cheating,cheating,0.924
33,29,person_033,1,1,1,16.15,43.41,0.992,cheating,cheating,0.9570000000000001
34,0,person_034,0,0,0,-0.71,2.07,0.993,normal,normal,0.0
34,1,person_034,0,0,0,1.0,0.52,0.973,normal,normal,0.033
34,2,person_034,0,0,0,1.25,-0.54,0.966,normal,normal,0.066
34,3,person_034,0,0,0,0.84,-1.49,0.997,normal,normal,0.099
34,4,person_034,0,1,0,0.32,4.77,0.984,normal,normal,0.132
34,5,person_034,0,0,0,-0.55,2.3,0.968,normal,normal,0.165
34,6,person_034,0,1,0,-0.44,-2.4,0.996,normal,normal,0.198
34,7,person_034,0,0,0,0.69,-3.56,0.994,normal,normal,0.231
34,8,person_034,0,0,0,0.27,-5.54,0.953,normal,normal,0.264
34,9,person_034,0,0,0,-0.25,-3.89,0.999,normal,normal,0.29700000000000004
34,10,person_034,0,0,0,-1.02,0.29,0.994,normal,normal,0.33
34,11,person_034,0,0,0,0.07,-4.69,0.986,normal,normal,0.363
34,12,person_034,0,0,0,-0.73,-0.88,0.999,normal,normal,0.396
34,13,person_034,0,0,0,1.54,-1.85,0.99,normal,normal,0.42900000000000005
34,14,person_034,0,0,0,0.02,-1.39,0.988,normal,normal,0.462
34,15,person_034,0,0,0,0.87,1.14,0.984,normal,normal,0.495
34,16,person_034,0,0,0,0.5,1.71,0.991,normal,normal,0.528
34,17,person_034,0,0,0,-0.73,1.22,0.992,normal,normal,0.561
34,18,person_034,0,0,0,-1.19,1.26,0.98,normal,normal,0.5940000000000001
34,19,person_034,0,0,0,-2.72,-0.51,0.981,normal,normal,0.627
34,20,person_034,0,0,0,-1.42,1.17,0.972,normal,normal,0.66
34,21,person_034,0,0,0,-2.46,-2.8,0.988,normal,normal,0.6930000000000001
34,22,person_034,0,0,0,-1.99,0.22,0.973,normal,normal,0.726
34,23,person_034,0,0,0,-3.2,-1.41,0.977,normal,normal,0.759
34,24,person_034,0,0,0,0.29,0.86,0.998,normal,normal,0.792
34,25,person_034,0,0,0,-1.17,-3.73,0.993,normal,normal,0.8250000000000001
34,26,person_034,0,0,0,-0.46,-4.12,0.99,normal,normal,0.8580000000000001
34,27,person_034,1,0,0,-1.55,6.27,0.982,normal,normal,0.891
34,28,person_034,0,0,0,-0.98,0.92,0.996,normal,normal,0.924
34,29,person_034,0,0,0,-0.03,1.64,1.0,normal,normal,0.9570000000000001
35,0,person_035,0,0,0,1.17,-1.03,0.998,normal,normal,0.0
35,1,person_035,0,0,0,-0.67,-2.9,0.973,normal,normal,0.033
35,2,person_035,0,0,0,0.14,3.52,0.984,normal,normal,0.066
35,3,person_035,0,0,0,1.4,0.37,0.979,normal,normal,0.099
35,4,person_035,0,0,0,-0.03,-3.49,0.998,normal,normal,0.132
35,5,person_035,0,0,0,0.42,-3.34,0.995,normal,normal,0.165
35,6,person_035,0,0,0,-0.29,4.08,0.969,normal,normal,0.198
35,7,person_035,0,0,0,-0.2,-3.93,0.973,normal,normal,0.231
35,8,person_035,0,0,0,0.49,-8.95,0.976,normal,normal,0.264
35,9,person_035,0,0,0,1.39,-0.71,0.967,normal,normal,0.29700000000000004
35,10,person_035,0,1,0,0.69,8.16,0.958,normal,normal,0.33
35,11,person_035,0,0,0,1.16,2.05,0.989,normal,normal,0.363
